gene_id,seqid,gene_type_raw,gene_name,mgi_id,gene_type
ENSMUSG00000109883.1,chr7,processed_pseudogene,Gm18850,MGI:5011035,pseudogene
ENSMUSG00000110385.1,chr7,unprocessed_pseudogene,Gm19093,MGI:5011278,pseudogene
ENSMUSG00000051687.2,chr7,protein_coding,Vmn1r73,MGI:2159641,protein-coding gene
ENSMUSG00000110398.1,chr7,processed_pseudogene,Gm45616,MGI:5791452,pseudogene
ENSMUSG00000110182.1,chr7,processed_pseudogene,Gm45617,MGI:5791453,pseudogene
ENSMUSG00000047655.2,chr7,protein_coding,Vmn1r74,MGI:2159644,protein-coding gene
ENSMUSG00000110173.1,chr7,processed_pseudogene,Gm6929,MGI:3645961,pseudogene
ENSMUSG00000092326.1,chr7,unprocessed_pseudogene,Vmn1r-ps55,MGI:3852398,pseudogene
ENSMUSG00000109762.1,chr7,processed_pseudogene,Gm34779,MGI:5593938,pseudogene
ENSMUSG00000043308.2,chr7,protein_coding,Vmn1r75,MGI:2159645,protein-coding gene
ENSMUSG00000110054.1,chr7,unprocessed_pseudogene,Gm18851,MGI:5011036,pseudogene
ENSMUSG00000092285.1,chr7,unprocessed_pseudogene,Vmn1r-ps56,MGI:3852399,pseudogene
ENSMUSG00000109811.1,chr7,processed_pseudogene,Tpt1-ps4,MGI:2664998,pseudogene
ENSMUSG00000115267.1,chr7,protein_coding,Vmn1r76,MGI:2159643,protein-coding gene
ENSMUSG00000110271.1,chr7,processed_pseudogene,Gm45387,MGI:5791223,pseudogene
ENSMUSG00000092466.1,chr7,unprocessed_pseudogene,Vmn1r-ps57,MGI:3852400,pseudogene
ENSMUSG00000065368.2,chr7,snRNA,Gm24414,MGI:5454191,snRNA
ENSMUSG00000110049.1,chr7,processed_pseudogene,Gm3836,MGI:3782008,pseudogene
ENSMUSG00000092208.1,chr7,unprocessed_pseudogene,Vmn1r-ps58,MGI:3852401,pseudogene
ENSMUSG00000109860.1,chr7,unprocessed_pseudogene,Gm17737,MGI:5009814,pseudogene
ENSMUSG00000110184.1,chr7,processed_pseudogene,Gm45429,MGI:5791265,pseudogene
ENSMUSG00000092398.1,chr7,unprocessed_pseudogene,Vmn1r-ps59,MGI:3852402,pseudogene
ENSMUSG00000109752.1,chr7,processed_pseudogene,Gm18597,MGI:5010782,pseudogene
ENSMUSG00000110292.1,chr7,processed_pseudogene,Gm17850,MGI:5010035,pseudogene
ENSMUSG00000092318.1,chr7,unprocessed_pseudogene,Vmn1r-ps60,MGI:3852403,pseudogene
ENSMUSG00000109758.1,chr7,unprocessed_pseudogene,Gm18854,MGI:5011039,pseudogene
ENSMUSG00000095864.2,chr7,protein_coding,Vmn1r77,MGI:3779641,protein-coding gene
ENSMUSG00000066807.2,chr7,processed_pseudogene,Gm10179,MGI:3708748,pseudogene
ENSMUSG00000092535.1,chr7,unprocessed_pseudogene,Vmn1r-ps61,MGI:3852404,pseudogene
ENSMUSG00000109686.1,chr7,unprocessed_pseudogene,Gm45562,MGI:5791398,pseudogene
ENSMUSG00000092350.1,chr7,unprocessed_pseudogene,Vmn1r-ps62,MGI:3852405,pseudogene
ENSMUSG00000109914.1,chr7,processed_pseudogene,Gm45498,MGI:5791334,pseudogene
ENSMUSG00000092248.1,chr7,unprocessed_pseudogene,Vmn1r-ps63,MGI:4438458,pseudogene
ENSMUSG00000061602.3,chr7,protein_coding,Vmn1r78,MGI:2159646,protein-coding gene
ENSMUSG00000110203.1,chr7,processed_pseudogene,Gm45365,MGI:5791201,pseudogene
ENSMUSG00000096735.3,chr7,protein_coding,Vmn1r79,MGI:3704282,protein-coding gene
ENSMUSG00000110082.1,chr7,processed_pseudogene,Gm19201,MGI:5011386,pseudogene
ENSMUSG00000115744.1,chr7,protein_coding,Vmn1r80,MGI:2159642,protein-coding gene
ENSMUSG00000092351.1,chr7,unprocessed_pseudogene,Vmn1r-ps64,MGI:3852407,pseudogene
ENSMUSG00000109630.1,chr7,processed_pseudogene,Gm45364,MGI:5791200,pseudogene
ENSMUSG00000092476.1,chr7,unprocessed_pseudogene,Vmn1r-ps65,MGI:3782022,pseudogene
ENSMUSG00000110121.1,chr7,processed_pseudogene,Gm45367,MGI:5791203,pseudogene
ENSMUSG00000110042.1,chr7,lncRNA,Gm4224,MGI:3782400,lncRNA
ENSMUSG00000115027.1,chr7,protein_coding,Vmn1r81,MGI:2159648,protein-coding gene
ENSMUSG00000058132.5,chr7,protein_coding,Vmn1r82,MGI:2159656,protein-coding gene
ENSMUSG00000066804.3,chr7,protein_coding,Vmn1r83,MGI:2159647,protein-coding gene
ENSMUSG00000096314.1,chr7,miRNA,Gm23521,MGI:5453298,miRNA
ENSMUSG00000066803.2,chr7,protein_coding,Vmn1r84,MGI:2159655,protein-coding gene
ENSMUSG00000092331.1,chr7,unprocessed_pseudogene,Vmn1r-ps66,MGI:3852408,pseudogene
ENSMUSG00000092610.1,chr7,unprocessed_pseudogene,Vmn1r-ps67,MGI:3852412,pseudogene
ENSMUSG00000092359.1,chr7,unprocessed_pseudogene,Vmn1r-ps68,MGI:3852413,pseudogene
ENSMUSG00000034071.15,chr7,protein_coding,Zfp551,MGI:3588205,protein-coding gene
ENSMUSG00000092583.1,chr7,unprocessed_pseudogene,Vmn2r-ps53,MGI:3757948,pseudogene
ENSMUSG00000030386.18,chr7,protein_coding,Zfp606,MGI:1914620,protein-coding gene
ENSMUSG00000030385.4,chr7,protein_coding,2900092C05Rik,MGI:1920340,protein-coding gene
ENSMUSG00000081550.1,chr7,processed_pseudogene,Gm15877,MGI:3801978,pseudogene
ENSMUSG00000110022.1,chr7,processed_pseudogene,Gm45475,MGI:5791311,pseudogene
ENSMUSG00000096002.2,chr7,protein_coding,Vmn2r53,MGI:3644480,protein-coding gene
ENSMUSG00000082872.1,chr7,processed_pseudogene,Gm15773,MGI:3783214,pseudogene
ENSMUSG00000096593.2,chr7,protein_coding,Vmn2r54,MGI:3704110,protein-coding gene
ENSMUSG00000117238.1,chr7,lncRNA,AC139131.1,,lncRNA
ENSMUSG00000091045.9,chr7,protein_coding,Vmn2r55,MGI:3757950,protein-coding gene
ENSMUSG00000090762.2,chr7,protein_coding,Vmn2r56,MGI:3695438,protein-coding gene
ENSMUSG00000098135.1,chr7,processed_pseudogene,Gm6946,MGI:3647908,pseudogene
ENSMUSG00000110031.1,chr7,processed_pseudogene,Gm18205,MGI:5010390,pseudogene
ENSMUSG00000070822.5,chr7,protein_coding,Zscan18,MGI:3643810,protein-coding gene
ENSMUSG00000109594.1,chr7,TEC,1700047O18Rik,MGI:1920668,TEC
ENSMUSG00000110124.1,chr7,processed_pseudogene,Gm4247,MGI:3782424,pseudogene
ENSMUSG00000109724.1,chr7,transcribed_processed_pseudogene,Gm18194,MGI:5010379,pseudogene
ENSMUSG00000109925.1,chr7,processed_pseudogene,Gm45315,MGI:5791151,pseudogene
ENSMUSG00000057894.10,chr7,protein_coding,Zfp329,MGI:1921283,protein-coding gene
ENSMUSG00000110119.1,chr7,lncRNA,Gm45593,MGI:5791429,lncRNA
ENSMUSG00000058638.14,chr7,protein_coding,Zfp110,MGI:1890378,protein-coding gene
ENSMUSG00000110320.1,chr7,lncRNA,Gm31152,MGI:5590311,lncRNA
ENSMUSG00000060397.6,chr7,protein_coding,Zfp128,MGI:2389445,protein-coding gene
ENSMUSG00000054715.11,chr7,protein_coding,Zscan22,MGI:2443312,protein-coding gene
ENSMUSG00000012848.15,chr7,protein_coding,Rps5,MGI:1097682,protein-coding gene
ENSMUSG00000033967.4,chr7,protein_coding,Rnf225,MGI:1924198,protein-coding gene
ENSMUSG00000065006.1,chr7,snRNA,Gm26325,MGI:5456102,snRNA
ENSMUSG00000097115.2,chr7,lncRNA,1810019N24Rik,MGI:1916336,lncRNA
ENSMUSG00000102084.1,chr7,lncRNA,Gm29638,MGI:5580344,lncRNA
ENSMUSG00000004500.9,chr7,protein_coding,Zfp324,MGI:2444641,protein-coding gene
ENSMUSG00000033961.16,chr7,protein_coding,Zfp446,MGI:2442185,protein-coding gene
ENSMUSG00000030382.15,chr7,protein_coding,Slc27a5,MGI:1347100,protein-coding gene
ENSMUSG00000005566.14,chr7,protein_coding,Trim28,MGI:109274,protein-coding gene
ENSMUSG00000049600.8,chr7,protein_coding,Zbtb45,MGI:2685003,protein-coding gene
ENSMUSG00000033916.5,chr7,protein_coding,Chmp2a,MGI:1916203,protein-coding gene
ENSMUSG00000005575.16,chr7,protein_coding,Ube2m,MGI:108278,protein-coding gene
ENSMUSG00000030380.17,chr7,protein_coding,Mzf1,MGI:107457,protein-coding gene
ENSMUSG00000070817.3,chr7,protein_coding,Vmn1r85,MGI:2182262,protein-coding gene
ENSMUSG00000110268.1,chr7,lncRNA,Gm45436,MGI:5791272,lncRNA
ENSMUSG00000109707.1,chr7,processed_pseudogene,Gm4270,MGI:3782447,pseudogene
ENSMUSG00000070816.3,chr7,protein_coding,Vmn1r86,MGI:4438438,protein-coding gene
ENSMUSG00000070815.3,chr7,protein_coding,Vmn1r87,MGI:2159698,protein-coding gene
ENSMUSG00000109830.1,chr7,processed_pseudogene,Gm7965,MGI:3646147,pseudogene
ENSMUSG00000117853.1,chr7,protein_coding,Vmn1r88,MGI:3852416,protein-coding gene
ENSMUSG00000048261.6,chr7,processed_pseudogene,Gm4879,MGI:3648111,pseudogene
ENSMUSG00000110365.1,chr7,lncRNA,Gm38947,MGI:5621832,lncRNA
ENSMUSG00000109911.1,chr7,unprocessed_pseudogene,Gm45525,MGI:5791361,pseudogene
ENSMUSG00000095629.2,chr7,protein_coding,Vmn1r89,MGI:2159697,protein-coding gene
ENSMUSG00000092427.1,chr7,unprocessed_pseudogene,Vmn1r-ps69,MGI:3852419,pseudogene
ENSMUSG00000070814.15,chr7,protein_coding,Zswim9,MGI:2447816,protein-coding gene
ENSMUSG00000056394.17,chr7,protein_coding,Lig1,MGI:101789,protein-coding gene
ENSMUSG00000033847.15,chr7,protein_coding,Pla2g4c,MGI:1196403,protein-coding gene
ENSMUSG00000074547.4,chr7,processed_pseudogene,Rps8-ps4,MGI:3809043,pseudogene
ENSMUSG00000087915.1,chr7,misc_RNA,Gm24909,MGI:5454686,misc_RNA
ENSMUSG00000108293.1,chr7,unprocessed_pseudogene,Pla2g4c-ps,MGI:5645818,pseudogene
ENSMUSG00000109929.1,chr7,processed_pseudogene,Gm45268,MGI:5791104,pseudogene
ENSMUSG00000088361.1,chr7,misc_RNA,Gm23499,MGI:5453276,misc_RNA
ENSMUSG00000005649.17,chr7,protein_coding,Cabp5,MGI:1352746,protein-coding gene
ENSMUSG00000107945.1,chr7,processed_pseudogene,Rpl7a-ps14,MGI:3647425,pseudogene
ENSMUSG00000074378.5,chr7,protein_coding,Bsph1,MGI:2685613,protein-coding gene
ENSMUSG00000107687.1,chr7,processed_pseudogene,Gm44254,MGI:5690646,pseudogene
ENSMUSG00000098644.1,chr7,unprocessed_pseudogene,Bsph2-ps,MGI:5521026,pseudogene
ENSMUSG00000078800.5,chr7,protein_coding,Bsph2,MGI:1924934,protein-coding gene
ENSMUSG00000078799.5,chr7,protein_coding,Sult2a5,MGI:3648378,protein-coding gene
ENSMUSG00000101532.1,chr7,processed_pseudogene,Zbed4-ps1,MGI:3645416,pseudogene
ENSMUSG00000099400.1,chr7,processed_pseudogene,Kat6b-ps1,MGI:3648645,pseudogene
ENSMUSG00000100468.1,chr7,processed_pseudogene,Tmem167-ps1,MGI:5579307,pseudogene
ENSMUSG00000082586.2,chr7,unprocessed_pseudogene,Sult2a-ps1,MGI:3705847,pseudogene
ENSMUSG00000070811.6,chr7,protein_coding,Sult2a2,MGI:107550,protein-coding gene
ENSMUSG00000099901.1,chr7,processed_pseudogene,Zbed4-ps2,MGI:5010917,pseudogene
ENSMUSG00000078798.4,chr7,protein_coding,Sult2a1,MGI:98430,protein-coding gene
ENSMUSG00000100660.1,chr7,processed_pseudogene,Kat6b-ps2,MGI:5011234,pseudogene
ENSMUSG00000081982.5,chr7,unprocessed_pseudogene,Sult2a-ps2,MGI:3645687,pseudogene
ENSMUSG00000100566.1,chr7,processed_pseudogene,Tmem167-ps2,MGI:5580325,pseudogene
ENSMUSG00000074377.12,chr7,protein_coding,Sult2a4,MGI:3645854,protein-coding gene
ENSMUSG00000099596.1,chr7,processed_pseudogene,Zbed4-ps3,MGI:5010916,pseudogene
ENSMUSG00000099744.1,chr7,processed_pseudogene,Tmem167-ps3,MGI:5580326,pseudogene
ENSMUSG00000074375.3,chr7,protein_coding,Sult2a3,MGI:3645873,protein-coding gene
ENSMUSG00000084102.2,chr7,unprocessed_pseudogene,Sult2a-ps3,MGI:3705846,pseudogene
ENSMUSG00000080705.1,chr7,unprocessed_pseudogene,Sult2a-ps4,MGI:3705831,pseudogene
ENSMUSG00000100378.1,chr7,processed_pseudogene,Rpap3-ps1,MGI:5580125,pseudogene
ENSMUSG00000070810.10,chr7,protein_coding,Sult2a6,MGI:3648915,protein-coding gene
ENSMUSG00000098354.1,chr7,processed_pseudogene,Rpap3-ps2,MGI:5010963,pseudogene
ENSMUSG00000098506.2,chr7,processed_pseudogene,Phf20-ps,MGI:5010233,pseudogene
ENSMUSG00000099216.1,chr7,protein_coding,Obox8,MGI:3645855,protein-coding gene
ENSMUSG00000098782.2,chr7,processed_pseudogene,Mrps36-ps3,MGI:5011440,pseudogene
ENSMUSG00000107673.1,chr7,unprocessed_pseudogene,Crs-ps,MGI:5521056,pseudogene
ENSMUSG00000030378.15,chr7,protein_coding,Sult2a8,MGI:1924221,protein-coding gene
ENSMUSG00000094156.2,chr7,protein_coding,Sult2a7,MGI:3645246,protein-coding gene
ENSMUSG00000098290.1,chr7,unprocessed_pseudogene,Obox4-ps1,MGI:5521014,pseudogene
ENSMUSG00000098741.1,chr7,unprocessed_pseudogene,Obox4-ps2,MGI:5521015,pseudogene
ENSMUSG00000041596.12,chr7,transcribed_unprocessed_pseudogene,Nlrp5-ps,MGI:5010941,pseudogene
ENSMUSG00000099242.1,chr7,unprocessed_pseudogene,Obox4-ps3,MGI:5521023,pseudogene
ENSMUSG00000100586.2,chr7,protein_coding,Vmn1r90,MGI:3612342,protein-coding gene
ENSMUSG00000099055.1,chr7,unprocessed_pseudogene,Zfp-ps,MGI:5521072,pseudogene
ENSMUSG00000098520.1,chr7,unprocessed_pseudogene,Ranbp2-ps1,MGI:5521055,pseudogene
ENSMUSG00000093773.1,chr7,unprocessed_pseudogene,Obox3-ps7,MGI:5010540,pseudogene
ENSMUSG00000055942.13,chr7,protein_coding,Obox7,MGI:3646231,protein-coding gene
ENSMUSG00000093665.2,chr7,unprocessed_pseudogene,Obox3-ps1,MGI:3646564,pseudogene
ENSMUSG00000105566.1,chr7,unprocessed_pseudogene,Obox4-ps4,MGI:5645810,pseudogene
ENSMUSG00000098330.1,chr7,unprocessed_pseudogene,Gtpbp4-ps1,MGI:5521100,pseudogene
ENSMUSG00000098508.1,chr7,unprocessed_pseudogene,Ranbp2-ps2,MGI:5010229,pseudogene
ENSMUSG00000093549.2,chr7,unprocessed_pseudogene,Obox4-ps36,MGI:5313112,pseudogene
ENSMUSG00000093664.2,chr7,unprocessed_pseudogene,Obox4-ps37,MGI:5313111,pseudogene
ENSMUSG00000064977.1,chr7,snRNA,Gm26056,MGI:5455833,snRNA
ENSMUSG00000093584.1,chr7,unprocessed_pseudogene,Obox3-ps2,MGI:3647077,pseudogene
ENSMUSG00000106552.1,chr7,unprocessed_pseudogene,Obox4-ps5,MGI:5645811,pseudogene
ENSMUSG00000098309.1,chr7,unprocessed_pseudogene,Gtpbp4-ps2,MGI:5521099,pseudogene
ENSMUSG00000098564.1,chr7,unprocessed_pseudogene,Ranbp2-ps3,MGI:5521102,pseudogene
ENSMUSG00000093736.1,chr7,unprocessed_pseudogene,Obox4-ps38,MGI:5313156,pseudogene
ENSMUSG00000099198.1,chr7,unprocessed_pseudogene,Obox4-ps39,MGI:5521101,pseudogene
ENSMUSG00000098469.1,chr7,unprocessed_pseudogene,Ranbp2-ps4,MGI:5521013,pseudogene
ENSMUSG00000094555.1,chr7,unprocessed_pseudogene,Obox4-ps6,MGI:5313157,pseudogene
ENSMUSG00000095998.1,chr7,snRNA,Gm24701,MGI:5454478,snRNA
ENSMUSG00000093509.1,chr7,unprocessed_pseudogene,Obox3-ps3,MGI:3779782,pseudogene
ENSMUSG00000105505.1,chr7,unprocessed_pseudogene,Obox4-ps7,MGI:5645812,pseudogene
ENSMUSG00000099056.1,chr7,unprocessed_pseudogene,Gtpbp4-ps3,MGI:5521093,pseudogene
ENSMUSG00000099087.1,chr7,processed_pseudogene,Ranbp2-ps5,MGI:5521104,pseudogene
ENSMUSG00000093567.1,chr7,unprocessed_pseudogene,Obox4-ps8,MGI:3782133,pseudogene
ENSMUSG00000093707.1,chr7,unprocessed_pseudogene,Obox4-ps9,MGI:3782139,pseudogene
ENSMUSG00000093770.1,chr7,unprocessed_pseudogene,Obox3-ps4,MGI:3643193,pseudogene
ENSMUSG00000105094.1,chr7,unprocessed_pseudogene,Obox4-ps10,MGI:5645796,pseudogene
ENSMUSG00000098382.1,chr7,unprocessed_pseudogene,Gtpbp4-ps4,MGI:5521103,pseudogene
ENSMUSG00000099298.1,chr7,unprocessed_pseudogene,Ranbp2-ps6,MGI:5521058,pseudogene
ENSMUSG00000094416.1,chr7,unprocessed_pseudogene,Obox4-ps11,MGI:3782142,pseudogene
ENSMUSG00000095952.1,chr7,unprocessed_pseudogene,Obox4-ps12,MGI:3782150,pseudogene
ENSMUSG00000095974.1,chr7,unprocessed_pseudogene,Obox4-ps13,MGI:3782153,pseudogene
ENSMUSG00000093623.1,chr7,unprocessed_pseudogene,Obox4-ps14,MGI:3782154,pseudogene
ENSMUSG00000096414.1,chr7,unprocessed_pseudogene,Obox4-ps15,MGI:3782157,pseudogene
ENSMUSG00000094412.1,chr7,unprocessed_pseudogene,Obox4-ps16,MGI:3782160,pseudogene
ENSMUSG00000093961.1,chr7,unprocessed_pseudogene,Obox4-ps17,MGI:3782163,pseudogene
ENSMUSG00000094967.1,chr7,unprocessed_pseudogene,Obox4-ps18,MGI:3782168,pseudogene
ENSMUSG00000093940.1,chr7,unprocessed_pseudogene,Obox4-ps19,MGI:3782170,pseudogene
ENSMUSG00000096797.1,chr7,unprocessed_pseudogene,Obox4-ps20,MGI:3782172,pseudogene
ENSMUSG00000095922.1,chr7,unprocessed_pseudogene,Obox4-ps21,MGI:3782175,pseudogene
ENSMUSG00000094243.1,chr7,unprocessed_pseudogene,Obox4-ps22,MGI:3782177,pseudogene
ENSMUSG00000096439.1,chr7,unprocessed_pseudogene,Obox4-ps23,MGI:3779446,pseudogene
ENSMUSG00000098404.1,chr7,unprocessed_pseudogene,Mrip-ps,MGI:3645947,pseudogene
ENSMUSG00000093727.1,chr7,unprocessed_pseudogene,Obox3-ps5,MGI:3779781,pseudogene
ENSMUSG00000106582.1,chr7,unprocessed_pseudogene,Obox4-ps24,MGI:5645797,pseudogene
ENSMUSG00000098561.1,chr7,unprocessed_pseudogene,Gtpbp4-ps5,MGI:5520997,pseudogene
ENSMUSG00000106616.1,chr7,unprocessed_pseudogene,Obox4-ps25,MGI:5645799,pseudogene
ENSMUSG00000093554.1,chr7,unprocessed_pseudogene,Obox4-ps26,MGI:5313070,pseudogene
ENSMUSG00000098744.1,chr7,unprocessed_pseudogene,Ranbp2-ps7,MGI:5521057,pseudogene
ENSMUSG00000074369.12,chr7,protein_coding,Obox2,MGI:2149033,protein-coding gene
ENSMUSG00000054310.16,chr7,protein_coding,Obox1,MGI:1918718,protein-coding gene
ENSMUSG00000098278.1,chr7,unprocessed_pseudogene,Ranbp2-ps8,MGI:5521016,pseudogene
ENSMUSG00000095274.1,chr7,unprocessed_pseudogene,Obox4-ps27,MGI:3641735,pseudogene
ENSMUSG00000093913.1,chr7,unprocessed_pseudogene,Obox4-ps28,MGI:3641736,pseudogene
ENSMUSG00000093397.1,chr7,unprocessed_pseudogene,Obox4-ps29,MGI:3782188,pseudogene
ENSMUSG00000066772.12,chr7,protein_coding,Obox3,MGI:2149032,protein-coding gene
ENSMUSG00000093421.1,chr7,unprocessed_pseudogene,Obox3-ps6,MGI:3704111,pseudogene
ENSMUSG00000093719.1,chr7,unprocessed_pseudogene,Obox4-ps30,MGI:3782190,pseudogene
ENSMUSG00000098861.1,chr7,processed_pseudogene,Ranbp2-ps9,MGI:5521025,pseudogene
ENSMUSG00000098386.1,chr7,processed_pseudogene,Ranbp2-ps10,MGI:5521024,pseudogene
ENSMUSG00000093513.1,chr7,unprocessed_pseudogene,Obox4-ps31,MGI:3782192,pseudogene
ENSMUSG00000096381.1,chr7,snRNA,Gm25354,MGI:5455131,snRNA
ENSMUSG00000105898.1,chr7,unprocessed_pseudogene,Obox4-ps32,MGI:5645800,pseudogene
ENSMUSG00000106346.2,chr7,processed_pseudogene,Gtpbp4-ps6,MGI:5645791,pseudogene
ENSMUSG00000093420.1,chr7,unprocessed_pseudogene,Obox4-ps33,MGI:3782197,pseudogene
ENSMUSG00000095116.1,chr7,snRNA,Gm23714,MGI:5453491,snRNA
ENSMUSG00000093683.2,chr7,unprocessed_pseudogene,Obox4-ps34,MGI:5313069,pseudogene
ENSMUSG00000105314.1,chr7,processed_pseudogene,Ranbp2-ps11,MGI:5645821,pseudogene
ENSMUSG00000074366.9,chr7,protein_coding,Obox5,MGI:2149035,protein-coding gene
ENSMUSG00000104759.2,chr7,processed_pseudogene,Ranbp2-ps12,MGI:5645822,pseudogene
ENSMUSG00000105410.1,chr7,processed_pseudogene,Gtpbp4-ps7,MGI:5645792,pseudogene
ENSMUSG00000092576.3,chr7,lncRNA,Obox4-ps35,MGI:3646889,lncRNA
ENSMUSG00000041583.8,chr7,protein_coding,Obox6,MGI:2149036,protein-coding gene
ENSMUSG00000041578.15,chr7,protein_coding,Crx,MGI:1194883,protein-coding gene
ENSMUSG00000074365.13,chr7,protein_coding,Crxos,MGI:2451355,protein-coding gene
ENSMUSG00000106050.1,chr7,processed_pseudogene,Ass-ps1,MGI:88088,pseudogene
ENSMUSG00000041571.9,chr7,protein_coding,Selenow,MGI:1100878,protein-coding gene
ENSMUSG00000041560.12,chr7,protein_coding,Nop53,MGI:2154441,protein-coding gene
ENSMUSG00000080478.1,chr7,snoRNA,Snord23,MGI:3819529,snoRNA
ENSMUSG00000093249.2,chr7,misc_RNA,Gm24576,MGI:5454353,misc_RNA
ENSMUSG00000074364.6,chr7,protein_coding,Ehd2,MGI:2154274,protein-coding gene
ENSMUSG00000070808.4,chr7,protein_coding,Bicra,MGI:2154263,protein-coding gene
ENSMUSG00000109984.1,chr7,lncRNA,Gm38948,MGI:5621833,lncRNA
ENSMUSG00000078796.4,chr7,protein_coding,Zfp541,MGI:3647699,protein-coding gene
ENSMUSG00000006024.13,chr7,protein_coding,Napa,MGI:104563,protein-coding gene
ENSMUSG00000006021.5,chr7,protein_coding,Kptn,MGI:1890380,protein-coding gene
ENSMUSG00000030376.8,chr7,protein_coding,Slc8a2,MGI:107996,protein-coding gene
ENSMUSG00000041420.18,chr7,protein_coding,Meis3,MGI:108519,protein-coding gene
ENSMUSG00000006019.15,chr7,protein_coding,Dhx34,MGI:1918973,protein-coding gene
ENSMUSG00000110413.1,chr7,processed_pseudogene,Gm45409,MGI:5791245,pseudogene
ENSMUSG00000074361.11,chr7,protein_coding,C5ar2,MGI:2442013,protein-coding gene
ENSMUSG00000080413.1,chr7,snRNA,Gm26473,MGI:5456250,snRNA
ENSMUSG00000049130.6,chr7,protein_coding,C5ar1,MGI:88232,protein-coding gene
ENSMUSG00000091811.2,chr7,protein_coding,Inafm1,MGI:1913550,protein-coding gene
ENSMUSG00000041375.18,chr7,protein_coding,Ccdc9,MGI:1921443,protein-coding gene
ENSMUSG00000002083.13,chr7,protein_coding,Bbc3,MGI:2181667,protein-coding gene
ENSMUSG00000052833.9,chr7,protein_coding,Sae1,MGI:1929264,protein-coding gene
ENSMUSG00000059273.9,chr7,protein_coding,Zc3h4,MGI:2682314,protein-coding gene
ENSMUSG00000110181.1,chr7,TEC,Gm45508,MGI:5791344,TEC
ENSMUSG00000109781.1,chr7,lncRNA,Gm45509,MGI:5791345,lncRNA
ENSMUSG00000109647.1,chr7,lncRNA,Gm45510,MGI:5791346,lncRNA
ENSMUSG00000019158.9,chr7,protein_coding,Tmem160,MGI:1916344,protein-coding gene
ENSMUSG00000001988.9,chr7,protein_coding,Npas1,MGI:109205,protein-coding gene
ENSMUSG00000065893.1,chr7,rRNA,n-R5s151,MGI:4422013,rRNA
ENSMUSG00000058230.12,chr7,protein_coding,Arhgap35,MGI:1929494,protein-coding gene
ENSMUSG00000099423.1,chr7,processed_pseudogene,Gm17826,MGI:5010011,pseudogene
ENSMUSG00000101135.1,chr7,processed_pseudogene,Gm17981,MGI:5010166,pseudogene
ENSMUSG00000100583.6,chr7,lncRNA,Gm29443,MGI:5580149,lncRNA
ENSMUSG00000108316.1,chr7,processed_pseudogene,Gm44589,MGI:5753165,pseudogene
ENSMUSG00000101008.1,chr7,lncRNA,Gm29442,MGI:5580148,lncRNA
ENSMUSG00000064745.1,chr7,snRNA,Gm24708,MGI:5454485,snRNA
ENSMUSG00000108610.1,chr7,processed_pseudogene,Gm29725,MGI:5588884,pseudogene
ENSMUSG00000108307.1,chr7,transcribed_unprocessed_pseudogene,Ceacam-ps1,MGI:3610557,pseudogene
ENSMUSG00000078795.2,chr7,protein_coding,Ceacam15,MGI:2141810,protein-coding gene
ENSMUSG00000108370.1,chr7,processed_pseudogene,Gm8209,MGI:3643592,pseudogene
ENSMUSG00000108366.1,chr7,processed_pseudogene,Gm5586,MGI:3645853,pseudogene
ENSMUSG00000007209.4,chr7,protein_coding,Ceacam9,MGI:1347247,protein-coding gene
ENSMUSG00000008036.11,chr7,protein_coding,Ap2s1,MGI:2141861,protein-coding gene
ENSMUSG00000001918.17,chr7,protein_coding,Slc1a5,MGI:105305,protein-coding gene
ENSMUSG00000048920.8,chr7,protein_coding,Fkrp,MGI:2447586,protein-coding gene
ENSMUSG00000030374.15,chr7,protein_coding,Strn4,MGI:2142346,protein-coding gene
ENSMUSG00000041187.16,chr7,protein_coding,Prkd2,MGI:2141917,protein-coding gene
ENSMUSG00000097842.2,chr7,lncRNA,9330104G04Rik,MGI:2445112,lncRNA
ENSMUSG00000078794.4,chr7,protein_coding,Dact3,MGI:3654828,protein-coding gene
ENSMUSG00000108671.1,chr7,TEC,2700080J24Rik,MGI:1915219,TEC
ENSMUSG00000063594.5,chr7,protein_coding,Gng8,MGI:109163,protein-coding gene
ENSMUSG00000043017.9,chr7,protein_coding,Ptgir,MGI:99535,protein-coding gene
ENSMUSG00000019370.10,chr7,protein_coding,Calm3,MGI:103249,protein-coding gene
ENSMUSG00000070802.5,chr7,protein_coding,Pnmal2,MGI:3645856,protein-coding gene
ENSMUSG00000064689.1,chr7,snRNA,Gm25815,MGI:5455592,snRNA
ENSMUSG00000041141.7,chr7,protein_coding,Pnmal1,MGI:1918941,protein-coding gene
ENSMUSG00000108348.2,chr7,protein_coding,Gm42372,MGI:5625257,protein-coding gene
ENSMUSG00000041117.8,chr7,protein_coding,Ccdc8,MGI:3612184,protein-coding gene
ENSMUSG00000003099.11,chr7,protein_coding,Ppp5c,MGI:102666,protein-coding gene
ENSMUSG00000004328.15,chr7,protein_coding,Hif3a,MGI:1859778,protein-coding gene
ENSMUSG00000108807.1,chr7,TEC,4833404L02Rik,MGI:1918871,TEC
ENSMUSG00000066760.12,chr7,protein_coding,Psg16,MGI:1347249,protein-coding gene
ENSMUSG00000108561.1,chr7,processed_pseudogene,Gm45219,MGI:5753795,pseudogene
ENSMUSG00000108694.1,chr7,processed_pseudogene,Gm7287,MGI:3779715,pseudogene
